tipnames,isolate_id,virus_subtype,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,cluster_profile,cluster_label,clade,collection_tipdate,cluster_class
H5N8|2344b|EPI_ISL_1009686|galliformes|south_korea|3_2_3_1_3_2_1_2|2020-12-31,EPI_ISL_1009686,H5N8,a/chicken/korea/h550/2020,31/12/2020,2020-12,2020,aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,south korea,kor,36.34105796,127.7846307,gyeonggi-do,kr.kg,37.53153463,127.1810232,Asia / Korea / GG / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,31/12/2020,dominant
H5N8|2344b|EPI_ISL_1009687|galliformes|south_korea|3_2_3_1_3_2_1_2|2020-12-31,EPI_ISL_1009687,H5N8,a/quail/korea/h551/2020,31/12/2020,2020-12,2020,aves,galliformes,phasianidae,synoicus/coturnix sp.,old world quail sp.,TRUE,wild,galliformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,gyeongsangbuk-do,kr.kb,36.34747892,128.7485764,Asia / Korea / GB / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,31/12/2020,dominant
H5N8|2344b|EPI_ISL_1009688|galliformes|south_korea|3_2_3_1_3_2_1_2|2021-01-01,EPI_ISL_1009688,H5N8,a/chicken/korea/h001/2021,01/01/2021,2021-01,2021,aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,south korea,kor,36.34105796,127.7846307,jeollanam-do,kr.cn,34.8733358,126.8972237,Asia / Korea / JN / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,01/01/2021,dominant
H5N8|2344b|EPI_ISL_1009689|galliformes|south_korea|3_2_3_1_3_2_1_2|2021-01-03,EPI_ISL_1009689,H5N8,a/chicken/korea/h002/2021,03/01/2021,2021-01,2021,aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,south korea,kor,36.34105796,127.7846307,chungcheongnam-do,kr.gn,36.52981161,126.8478258,Asia / Korea / CN / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,03/01/2021,dominant
H5N8|2344b|EPI_ISL_1009690|galliformes|south_korea|3_2_3_1_3_2_1_2|2021-01-04,EPI_ISL_1009690,H5N8,a/chicken/korea/h008/2021,04/01/2021,2021-01,2021,aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,south korea,kor,36.34105796,127.7846307,chungcheongnam-do,kr.gn,36.52981161,126.8478258,Asia / Korea / CN / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,04/01/2021,dominant
H5N8|2344b|EPI_ISL_1009691|anseriformes|south_korea|3_2_3_1_3_2_1_2|2021-01-04,EPI_ISL_1009691,H5N8,a/duck/korea/h009/2021,04/01/2021,2021-01,2021,aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,jeollabuk-do,kr.cb,35.71592818,127.1406598,Asia / Korea / JB / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,04/01/2021,dominant
H5N8|2344b|EPI_ISL_1009692|anseriformes|south_korea|3_2_3_1_3_2_1_2|2021-01-05,EPI_ISL_1009692,H5N8,a/duck/korea/h010/2021,05/01/2021,2021-01,2021,aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,chungcheongbuk-do,kr.gb,36.73785008,127.8304464,Asia / Korea / CB / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,05/01/2021,dominant
H5N8|2344b|EPI_ISL_1009693|galliformes|south_korea|3_2_3_1_3_2_1_2|2021-01-08,EPI_ISL_1009693,H5N8,a/chicken/korea/h022/2021,08/01/2021,2021-01,2021,aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern asia,south korea,kor,36.34105796,127.7846307,gyeonggi-do,kr.kg,37.53153463,127.1810232,Asia / Korea / GG / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,08/01/2021,dominant
H5N8|2344b|EPI_ISL_1009694|anseriformes|south_korea|3_2_3_1_3_2_1_2|2021-01-09,EPI_ISL_1009694,H5N8,a/duck/korea/h025/2021,09/01/2021,2021-01,2021,aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,gyeongsangnam-do,kr.kn,35.32253256,128.2616692,Asia / Korea / GN / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,09/01/2021,dominant
H5N8|2344b|EPI_ISL_1009695|anseriformes|south_korea|7_1_5_2_1_3_1_2|2020-11-03,EPI_ISL_1009695,H5N8,a/spot-billed_duck/korea/wa612/2020,03/11/2020,2020-11,2020,aves,anseriformes,anatidae,anas zonorhyncha,eastern spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,chungcheongnam-do,kr.gn,36.52981161,126.8478258,Asia / Korea / CN / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,03/11/2020,major
H5N8|2344b|EPI_ISL_1009696|anseriformes|south_korea|7_1_5_2_1_3_1_2|2020-11-10,EPI_ISL_1009696,H5N8,a/mandarin_duck/korea/wb80/2020,10/11/2020,2020-11,2020,aves,anseriformes,anatidae,aix galericulata,mandarin duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,gyeonggi-do,kr.kg,37.53153463,127.1810232,Asia / Korea / GG / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,10/11/2020,major
H5N8|2344b|EPI_ISL_1009697|NA|south_korea|12_1_5_2_3_3_1_2|2020-11-23,EPI_ISL_1009697,H5N8,a/wild_bird/korea/h357/2020,23/11/2020,2020-11,2020,aves,NA,NA,NA,aves,TRUE,wild,other-bird,eastern asia,south korea,kor,36.34105796,127.7846307,jeollabuk-do,kr.cb,35.71592818,127.1406598,Asia / Korea / JB / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,23/11/2020,minor
H5N8|2344b|EPI_ISL_1009698|anseriformes|south_korea|3_2_3_1_3_2_1_2|2020-11-25,EPI_ISL_1009698,H5N8,a/mallard/korea/wa820/2020,25/11/2020,2020-11,2020,aves,anseriformes,anatidae,anas platyrhynchos,mallard,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,gyeonggi-do,kr.kg,37.53153463,127.1810232,Asia / Korea / GG / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,25/11/2020,dominant
H5N8|2344b|EPI_ISL_1009699|anseriformes|south_korea|12_1_5_2_3_3_1_2|2020-11-25,EPI_ISL_1009699,H5N8,a/mandarin_duck/korea/wa831/2020,25/11/2020,2020-11,2020,aves,anseriformes,anatidae,aix galericulata,mandarin duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,jeollabuk-do,kr.cb,35.71592818,127.1406598,Asia / Korea / JB / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,25/11/2020,minor
H5N8|2344b|EPI_ISL_1009700|anseriformes|south_korea|12_1_5_2_3_3_1_2|2020-11-26,EPI_ISL_1009700,H5N8,a/spot-billed_duck/korea/wa854/2020,26/11/2020,2020-11,2020,aves,anseriformes,anatidae,anas zonorhyncha,eastern spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,gyeonggi-do,kr.kg,37.53153463,127.1810232,Asia / Korea / GG / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,26/11/2020,minor
H5N8|2344b|EPI_ISL_1009701|anseriformes|south_korea|12_1_5_2_3_3_1_2|2020-11-26,EPI_ISL_1009701,H5N8,a/mandarin_duck/korea/wa857/2020,26/11/2020,2020-11,2020,aves,anseriformes,anatidae,aix galericulata,mandarin duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,jeollabuk-do,kr.cb,35.71592818,127.1406598,Asia / Korea / JB / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,26/11/2020,minor
H5N8|2344b|EPI_ISL_1009702|anseriformes|south_korea|7_1_5_2_1_3_1_2|2020-12-01,EPI_ISL_1009702,H5N8,a/mandarin_duck/korea/wa877/2020,01/12/2020,2020-12,2020,aves,anseriformes,anatidae,aix galericulata,mandarin duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,jeollanam-do,kr.cn,34.8733358,126.8972237,Asia / Korea / JN / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,01/12/2020,major
H5N8|2344b|EPI_ISL_1009703|anseriformes|south_korea|12_1_5_2_3_3_1_2|2020-12-01,EPI_ISL_1009703,H5N8,a/spot-billed_duck/korea/wa889/2020,01/12/2020,2020-12,2020,aves,anseriformes,anatidae,anas zonorhyncha,eastern spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,gyeonggi-do,kr.kg,37.53153463,127.1810232,Asia / Korea / GG / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,01/12/2020,minor
H5N8|2344b|EPI_ISL_1009704|anseriformes|south_korea|12_1_5_2_3_3_1_2|2020-12-01,EPI_ISL_1009704,H5N8,a/mandarin_duck/korea/wa899/2020,01/12/2020,2020-12,2020,aves,anseriformes,anatidae,aix galericulata,mandarin duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,chungcheongnam-do,kr.gn,36.52981161,126.8478258,Asia / Korea / CN / NA / NA,H5N8/2020/R3_Asia,12_1_5_2_3_3_1_2,H5N8/2020/R2_Asia,2344b,01/12/2020,minor
H5N8|2344b|EPI_ISL_1009705|anseriformes|south_korea|7_1_5_2_1_3_1_2|2020-12-01,EPI_ISL_1009705,H5N8,a/mandarin_duck/korea/wa913/2020,01/12/2020,2020-12,2020,aves,anseriformes,anatidae,aix galericulata,mandarin duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,chungcheongnam-do,kr.gn,36.52981161,126.8478258,Asia / Korea / CN / NA / NA,H5N8/2020/R1_Europe,7_1_5_2_1_3_1_2,H5N8/2019/R3_Europe,2344b,01/12/2020,major
H5N8|2344b|EPI_ISL_1009706|NA|south_korea|1_1_7_2_3_3_1_5|2020-12-02,EPI_ISL_1009706,H5N8,a/wild_bird/korea/h379/2020,02/12/2020,2020-12,2020,aves,NA,NA,NA,aves,TRUE,wild,other-bird,eastern asia,south korea,kor,36.34105796,127.7846307,gyeongsangbuk-do,kr.kb,36.34747892,128.7485764,Asia / Korea / GB / NA / NA,H5N8/2020/R4_Asia,1_1_7_2_3_3_1_5,H5N8/2020/R8_Asia,2344b,02/12/2020,minor
H5N8|2344b|EPI_ISL_1009707|NA|south_korea|3_2_3_1_3_2_1_2|2020-12-14,EPI_ISL_1009707,H5N8,a/wild_bird/korea/h467/2020,14/12/2020,2020-12,2020,aves,NA,NA,NA,aves,TRUE,wild,other-bird,eastern asia,south korea,kor,36.34105796,127.7846307,chungcheongbuk-do,kr.gb,36.73785008,127.8304464,Asia / Korea / CB / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,14/12/2020,dominant
H5N8|2344b|EPI_ISL_1009708|anseriformes|south_korea|3_2_3_1_3_2_1_2|2020-12-15,EPI_ISL_1009708,H5N8,a/spot-billed_duck/korea/wa1000/2020,15/12/2020,2020-12,2020,aves,anseriformes,anatidae,anas zonorhyncha,eastern spot-billed duck,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,gyeonggi-do,kr.kg,37.53153463,127.1810232,Asia / Korea / GG / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,15/12/2020,dominant
H5N8|2344b|EPI_ISL_1009709|NA|south_korea|3_2_3_1_3_2_1_2|2020-12-16,EPI_ISL_1009709,H5N8,a/wild_bird/korea/h496-3/2020,16/12/2020,2020-12,2020,aves,NA,NA,NA,aves,TRUE,wild,other-bird,eastern asia,south korea,kor,36.34105796,127.7846307,jeju,kr.cj,33.38698763,126.5536188,Asia / Korea / JJ / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,16/12/2020,dominant
H5N8|2344b|EPI_ISL_1009710|anseriformes|south_korea|3_2_3_1_3_2_1_2|2020-11-17,EPI_ISL_1009710,H5N8,a/wild_duck/korea/h331/2020,17/11/2020,2020-11,2020,aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,jeju,kr.cj,33.38698763,126.5536188,Asia / Korea / JJ / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,17/11/2020,dominant
H5N8|2344b|EPI_ISL_1009711|anseriformes|south_korea|3_2_3_1_3_2_1_2|2021-01-06,EPI_ISL_1009711,H5N8,a/duck/korea/h016/2021,06/01/2021,2021-01,2021,aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,eastern asia,south korea,kor,36.34105796,127.7846307,jeollanam-do,kr.cn,34.8733358,126.8972237,Asia / Korea / JN / NA / NA,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,06/01/2021,dominant
H5N1|2344b|EPI_ISL_10220427|carnivora|netherlands|2_1_1_1_1_1_1_1|2022-02-07,EPI_ISL_10220427,H5N1,A/red fox/Netherlands/22002636-005/2022,07/02/2022,2022-02,2022,mammalia,carnivora,canidae,vulpes vulpes,red fox,FALSE,wild,mammal,western europe,netherlands,nld,52.25730481,5.562513112,gelderland,nl.ge,52.06171804,5.944668338,Europe / Netherlands / Provincie Gelderland / NA / NA,H5N1/2020/R2_Europe,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,07/02/2022,dominant
H5N1|2344b|EPI_ISL_10220428|carnivora|netherlands|2_1_1_1_1_1_1_1|2022-02-08,EPI_ISL_10220428,H5N1,A/red fox/Netherlands/22002722-004/2022,08/02/2022,2022-02,2022,mammalia,carnivora,canidae,vulpes vulpes,red fox,FALSE,wild,mammal,western europe,netherlands,nld,52.25730481,5.562513112,gelderland,nl.ge,52.06171804,5.944668338,Europe / Netherlands / Provincie Gelderland / NA / NA,H5N1/2020/R2_Europe,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,08/02/2022,dominant
H5N1|2344b|EPI_ISL_10220429|carnivora|netherlands|2_1_1_1_1_1_1_1|2022-02-09,EPI_ISL_10220429,H5N1,A/polecat/Netherlands/22002792-005/2022,09/02/2022,2022-02,2022,mammalia,carnivora,mustelidae,mustelidae sp.,mustelid sp.,FALSE,wild,mammal,western europe,netherlands,nld,52.25730481,5.562513112,gelderland,nl.ge,52.06171804,5.944668338,Europe / Netherlands / Provincie Gelderland / NA / NA,H5N1/2020/R2_Europe,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,09/02/2022,dominant
H5N1|2344b|EPI_ISL_10220432|carnivora|netherlands|1_1_2_1_1_1_1_1|2022-02-13,EPI_ISL_10220432,H5N1,A/badger/Netherlands/22003078-004/2022,13/02/2022,2022-02,2022,mammalia,carnivora,mustelidae,mustelidae sp.,mustelid sp.,FALSE,wild,mammal,western europe,netherlands,nld,52.25730481,5.562513112,gelderland,nl.ge,52.06171804,5.944668338,Europe / Netherlands / Provincie Gelderland / NA / NA,H5N1/2021/R2_Europe,1_1_2_1_1_1_1_1,H5N1/2021/R1_Europe,2344b,13/02/2022,dominant
H5N1|2344b|EPI_ISL_10255580|NA|netherlands|2_1_1_1_1_1_1_1|2022-02-04,EPI_ISL_10255580,H5N1,a/wild_bird/netherlands/22002833-002/2022,04/02/2022,2022-02,2022,aves,NA,NA,NA,aves,TRUE,wild,other-bird,western europe,netherlands,nld,52.25730481,5.562513112,gelderland,nl.ge,52.06171804,5.944668338,Europe / Netherlands / Provincie Gelderland / NA / NA,H5N1/2020/R2_Europe,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,04/02/2022,dominant
H5N1|2344b|EPI_ISL_10255581|carnivora|netherlands|2_1_1_1_1_1_1_1|2022-02-11,EPI_ISL_10255581,H5N1,A/red fox/Netherlands/22002992-003/2022,11/02/2022,2022-02,2022,mammalia,carnivora,canidae,vulpes vulpes,red fox,FALSE,wild,mammal,western europe,netherlands,nld,52.25730481,5.562513112,gelderland,nl.ge,52.06171804,5.944668338,Europe / Netherlands / Provincie Gelderland / NA / NA,H5N1/2020/R2_Europe,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,11/02/2022,dominant
H5N1|2344b|EPI_ISL_10255587|carnivora|netherlands|2_1_1_1_1_1_1_1|2022-02-11,EPI_ISL_10255587,H5N1,A/red fox/Netherlands/22002993-003 /2022,11/02/2022,2022-02,2022,mammalia,carnivora,canidae,vulpes vulpes,red fox,FALSE,wild,mammal,western europe,netherlands,nld,52.25730481,5.562513112,noord-holland,nl.nh,52.58115447,4.872727778,Europe / Netherlands / Provincie Noord-Holland / NA / NA,H5N1/2020/R2_Europe,2_1_1_1_1_1_1_1,H5N1/2020/R1_Europe,2344b,11/02/2022,dominant
H5N1|2344b|EPI_ISL_10261376|columbiformes|germany|2_1_1_1_10_1_1_1|2022-01-24,EPI_ISL_10261376,H5N1,a/pigeon/germany-nw/ai00951/2022,24/01/2022,2022-01,2022,aves,columbiformes,columbidae,columbidae sp.,pigeon/dove sp.,TRUE,wild,other-bird,western europe,germany,deu,51.05332774,10.37365093,nordrhein-westfalen,de.nw,51.47775511,7.553934972,Europe / Germany / North Rhine-Westphalia / Regierungsbezirk Arnsberg / Dortmund,H5N1/2021/R12_Europe,2_1_1_1_10_1_1_1,H5N1/2021/R12_Europe,2344b,24/01/2022,minor
H5N8|2344b|EPI_ISL_1033028|galliformes|czechia|3_2_3_1_3_2_1_2|2021-02-02,EPI_ISL_1033028,H5N8,a/chicken/czech_republic/2395/NA,02/02/2021,2021-02,2021,aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,czechia,cze,49.74505751,15.33716519,středočeský,cz.sk,49.99690989,14.55458102,Europe / Czech Republic / Stredocesky Kraj / Okres Benesov / Jankov,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,02/02/2021,dominant
H5N8|2344b|EPI_ISL_1033029|galliformes|czechia|3_2_3_1_3_2_1_2|2021-02-03,EPI_ISL_1033029,H5N8,a/chicken/czech_republic/2502-1/2021,03/02/2021,2021-02,2021,aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,czechia,cze,49.74505751,15.33716519,pardubický,cz.ek,49.90064063,16.1892997,"Europe / Czech Republic / Pardubicky kraj / Okres Chrudim / Ronov nad Doubravou; GPS 49Â°532.573N, 15Â°322.451E",H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,03/02/2021,dominant
H5N8|2344b|EPI_ISL_1033030|galliformes|czechia|3_2_3_1_3_2_1_2|2021-02-03,EPI_ISL_1033030,H5N8,a/chicken/czech_republic/2502-2/2021,03/02/2021,2021-02,2021,aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,eastern europe,czechia,cze,49.74505751,15.33716519,pardubický,cz.ek,49.90064063,16.1892997,"Europe / Czech Republic / Pardubicky kraj / Okres Chrudim / Ronov nad Doubravou; GPS 49Â°532.573N, 15Â°322.451E",H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,03/02/2021,dominant
H5N8|2344b|EPI_ISL_1033124|anseriformes|czechia|3_2_3_1_3_2_1_2|2021-02-04,EPI_ISL_1033124,H5N8,a/mute_swan/czech_republic/2600/2021,04/02/2021,2021-02,2021,aves,anseriformes,anatidae,cygnus olor,mute swan,TRUE,wild,anseriformes-wild,eastern europe,czechia,cze,49.74505751,15.33716519,jihočeský,cz.ck,49.09281662,14.4391548,Europe / Czech Republic / Jihocesky Kraj / Okres Strakonice / Strakonice,H5N8/2020/R2_Asia,3_2_3_1_3_2_1_2,H5N8/2019/R7_Africa,2344b,04/02/2021,dominant
